TYPE,SITE_ID,SITE_PID,SITE_TYPE,NAME_ENG,NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,REALM,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,GOVSUBTYPE,OWN_TYPE,OWNSUBTYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,PRNT_ISO3,ISO3,SUPP_INFO,CONS_OBJ,INLND_WTRS,OECM_ASMT
Polygon,555784004,555784004,PA,Forest Massif of Odzala-Kokoua,Forest Massif of Odzala-Kokoua,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(x),Terrestrial,0,0,11793.76,11661.0830353957,Not Applicable,0,Inscribed,2023,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,COG,COG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555784003,555784003,PA,Evaporitic Karst and Caves of Northern Apennines,Evaporitic Karst and Caves of Northern Apennines,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(viii),Terrestrial,0,0,36.8,36.8108034831628,Not Applicable,0,Inscribed,2023,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,ITA,ITA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,198298,198298,PA,Lorentz National Park,Parc national de Lorentz,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(viii);(x),Terrestrial,0,2025.04362044702,23500,23550.8229404182,Not Applicable,0,Inscribed,1999,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,IDN,IDN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,900723,900723,PA,Ugra,Ugra,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Terrestrial,0,0,1538.32,1115.65695088827,Not Applicable,0,Designated,2002,Collaborative governance,Not Reported,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,840,RUS,RUS,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,24767,24767,PA,Budj Bim,Budj Bim,National Park,National Park,National,II,Not Applicable,Terrestrial,0,0,85.7088775635,85.7088147024305,Not Applicable,0,Designated,1997,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,AU-VIC_DEECA,Not Reported,State Verified,1804,AUS,AUS,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,8841,8841,PA,Gunung Sojol,Gunung Sojol,Cagar Alam,Nature Reserve,National,Ia,Not Applicable,Terrestrial,0,0,644.4871,685.30335497842,Not Applicable,0,Designated,0,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Balai Konservasi Sumber Daya Alam Sulawesi Tengah,Not Reported,State Verified,1928,IDN,IDN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,191,191,PA,Galápagos Islands,Îles Galápagos,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(vii);(viii);(x),Marine,0,142036.248114823,140665.14,150029.431600656,Not Reported,0,Inscribed,1978,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,ECU,ECU,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,555547570,555547570,PA,Los Volcanes,Los Volcanes,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Terrestrial,0,0,398.1908,398.497100180545,Not Applicable,0,Designated,2010,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Ministry of the Environment and Natural Resources through the National Commission of Natural Protected Areas,Not Reported,State Verified,1850,MEX,MEX,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,124385,124385,PA,W-Arly-Pendjari Complex,Complexe W-Arly-Pendjari,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(vii);(x),Terrestrial,0,0,17148.31,17464.0218436479,Not Applicable,0,Inscribed,1996,Federal or national ministry or agency,Not Applicable,State,Not Applicable,"Direction de la Faune, de la Chasse et des Parcs et Réserves (DFC/PR) et Unité de Gestion de l'Aire Protégée (UGAP)",Management plan is implented and available,State Verified,946,BEN;BFA;NER,BEN;BFA;NER,Not Applicable,Not Applicable,Not Reported,Not Applicable
Point,555547543,555547543,PA,Graciosa Island,Graciosa Island,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Terrestrial,0,,4.74,,Not Applicable,0,Designated,2007,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1688,PRT,PRT,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,903062,903062,PA,Rainforests of the Atsinanana,Forêts humides de l’Atsinanana,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(x),Terrestrial,0,1.598161809138,4796.607,4784.98829464842,Not Applicable,0,Inscribed,2007,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,MDG,MDG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555556917,555556917,PA,Anton Dohrn Seamount,Anton Dohrn Seamount,Marine Protected Area (OSPAR),Marine Protected Area (OSPAR),Regional,Not Reported,Not Applicable,Marine,0,1429.46832478932,0,1429.46832478932,Not Reported,0,Designated,2012,Collaborative governance,Not Reported,Not Reported,Not Applicable,OSPAR Commission,http://mpa.ospar.org/home_ospar/mpa_datasheets,State Verified,883,GBR,GBR,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,220298,220298,PA,Central Suriname Nature Reserve,Réserve naturelle du Suriname central,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(x),Terrestrial,0,0,16000,16164.1755047471,Not Applicable,0,Inscribed,2000,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,SUR,SUR,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,900881,900881,PA,Three Parallel Rivers of Yunnan Protected Areas,Aires protégées des trois fleuves parallèles au Yunnan,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(vii);(viii);(x),Terrestrial,0,0,9777.213,21053.6189012703,Not Applicable,0,Inscribed,2003,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,CHN,CHN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,666646,666646,PA,Estero Bay Preserve State Park,Estero Bay Preserve State Park,Marine Protected Area,Marine Protected Area,National,IV,Not Applicable,Terrestrial,0,0.410604600405328,45.7897768125,45.78976400697,None,0,Designated,1987,Sub-national ministry or agency,Not Applicable,State,Not Applicable,State Department of Conservation ; State Park and Recreation,Site-Specific Management Plan,State Verified,1848,USA,USA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,608,608,PA,Waza,Waza,Parc National,National Park,National,II,Not Applicable,Terrestrial,0,0,1700,1407.06644849597,Not Applicable,0,Designated,1968,Federal or national ministry or agency,Not Applicable,State,Not Applicable,State,Yes,State Verified,1957,CMR,CMR,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,2517,2517,PA,Triglavski narodni park,Triglavski narodni park,narodni park,National Park,National,II,Not Applicable,Terrestrial,0,0,839.85296875,839.843561517444,Not Applicable,0,Designated,1981,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,"Ministry of Agriculture and Environment, Dunajska 22, 1000 Ljubljana, Slovenia",Not Reported,State Verified,2013,SVN,SVN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,378328,378328,PA,NSG Wimberner Bach,NSG Wimberner Bach,Naturschutzgebiet,Nature Reserve,National,IV,Not Applicable,Terrestrial,0,0,0.13,0.129085835153343,Not Applicable,0,Designated,2006,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Bundesamt für Naturschutz,Not Reported,State Verified,2013,DEU,DEU,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,175495,175495,PA,VUORILAHDENPAASIEN LUONNO,VUORILAHDENPAASIEN LUONNO,Yksityinen luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,Coastal,0.0148324804,0.0165668671040786,0.0185406005,0.0185500228340849,Not Reported,0,Designated,1999,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Regional Environment Centres,Not Reported,State Verified,2013,FIN,FIN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,26652,26652,PA,Te Wahipounamu – South West New Zealand,Te Wahipounamu – zone sud-ouest de la Nouvelle-Zélande,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(vii);(viii);(x),Terrestrial,0,613.461271061709,26000,25137.9010968565,Not Applicable,0,Inscribed,1990,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,NZL,NZL,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555702529,555702529,PA,Innervisten,Innervisten,Marint verneområde (naturmangfoldloven),Marine Protected Area,National,Not Reported,Not Applicable,Marine,5.0535601807,4.67183673481312,5.0535601807,5.05623773709145,Not Reported,0,Designated,2020,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,"Norwegian Environment Agency, Protected Areas Section, Norway - 7485 Trondheim",Not Reported,State Verified,2013,NOR,NOR,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,555516418,555516418,PA,SG̲áan K̲ínghlas-Bowie Marine Protected Area,SG̲áan K̲ínghlas-Bowie Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,Marine,6102.6267,6102.74855957389,6102.6267,6103.22363764514,Not Reported,0,Designated,2008,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Fisheries And Oceans Canada,http://www.dfo-mpo.gc.ca/oceans/mpa-zpm/bowie-eng.html,State Verified,1868,CAN,CAN,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,10908,10908,PA,Yosemite National Park,Parc national de Yosemite,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(vii);(viii),Terrestrial,0,0,3079.34,3024.75677865047,Not Applicable,0,Inscribed,1984,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,USA,USA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555655608,555655608,PA,Fort Casey Underwater Park,Fort Casey Underwater Park,Marine Protected Area,Marine Protected Area,National,IV,Not Applicable,Coastal,0,2.02387780782002,3.8124433601,3.8124367686727,None,0,Designated,1970,Sub-national ministry or agency,Not Applicable,State,Not Applicable,State Fish and Wildlife ; State Park and Recreation,Non-MPA Programmatic Habitat Management Plan,State Verified,1848,USA,USA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555512381,555512381,PA,Jamdo,잠도,특정도서,Special Island,National,IV,Not Applicable,Marine,0,0.07661447609249,0.0765620023,0.07661447609249,Not Reported,0,Designated,2007,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Ministry of Environment,Special Island Conservation Plan (2015-2014) and Annual management plan,State Verified,1892,KOR,KOR,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,145586,145586,PA,Lake Turkana National Parks,Parcs nationaux du Lac Turkana,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(viii);(x),Terrestrial,0,0,1614.85,1535.23840370696,Not Applicable,0,Inscribed,1997,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,KEN,KEN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555784002,555784002,PA,Cold Winter Deserts of Turan,Cold Winter Deserts of Turan,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(x),Terrestrial,0,0,33687.41,33545.9026725778,Not Applicable,0,Inscribed,2023,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,KAZ;TKM;UZB,KAZ;TKM;UZB,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,17758,17758,PA,Dja Faunal Reserve,Réserve de faune du Dja,Site du Patrimoine Mondial (naturel ou mixte),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(x),Terrestrial,0,0,5260,5808.39984986683,Not Applicable,0,Inscribed,1987,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Not Reported,Not Reported,State Verified,946,CMR,CMR,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555705593,555705593,PA,Dered Krian National Park,Dered Krian National Park,National Park,National Park,National,II,Not Applicable,Terrestrial,0,0,9.3613800049,9.36237353191827,Not Applicable,0,Designated,2013,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Sarawak Forestry Corporation (SFC),Not Reported,State Verified,1998,MYS,MYS,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555545963,555545963,PA,El Cachucho,El Cachucho,Área Marina Protegida,Marine Protected Area,National,VI,Not Applicable,Marine,2616.64453125,2617.24196938824,2616.64453125,2617.22985207468,Not Reported,0,Designated,2011,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,"Ministerio de Agricultura y Pesca, Alimentación y Medio Ambiente",Not Reported,State Verified,2013,ESP,ESP,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,306808,306808,PA,Isla San Pedro Mártir,Isla San Pedro Mártir,Reserva de la Biósfera,Biosphere Reserve,National,Ia,Not Applicable,Marine,11.03859,299.031932264546,301.65237616,301.771063270863,Not Reported,0,Designated,2002,Federal or national ministry or agency,Not Applicable,State,Not Applicable,National Commission of Natural Protected Areas,http://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/FinaI_islaSanPedro.pdf,State Verified,1850,MEX,MEX,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,902487,902487,PA,Wadi Al-Hitan (Whale Valley),Wadi Al-Hitan (La vallée des Baleines),World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(viii),Terrestrial,0,0,200.15,192.062062307364,Not Applicable,0,Inscribed,2005,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,EGY,EGY,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555622044,555622044,PA,The Ahwar of Southern Iraq: Refuge of Biodiversity and the Relict Landscape of the Mesopotamian Cities,Les Ahwar du sud de l’Iraq : refuge de biodiversité et paysage relique des villes mésopotamiennes,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(iii);(ix);(v);(x),Terrestrial,0,0,2115.44,2113.52587934238,Not Applicable,0,Inscribed,2016,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,IRQ,IRQ,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,478276,478276,PA,Can Gio Mangrove,Cần Giờ,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Coastal,0,237.326812132256,713.7,769.918154790678,Not Reported,0,Designated,2000,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,Not Reported,831,VNM,VNM,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,442,442,PA,Mount Aberdeen,Mount Aberdeen,National Park,National Park,National,II,Not Applicable,Terrestrial,0,0,29.4322223663,29.4321719490117,Not Applicable,0,Designated,2010,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,AU-QLD_DES,Not Reported,State Verified,1804,AUS,AUS,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,392891,392891,PA,"Ethniko Parko Limnis Kerkinis - Perioches Prostasias tis Fysis P1, P2, P3, P4 Ethnikou Parkou Limnis kerkinis","Ethniko Parko Limnis Kerkinis - Perioches Prostasias tis Fysis P1, P2, P3, P4 Ethnikou Parkou Limnis kerkinis",Periochi prostasias tis fysis se ethniko parko,Nature reserve zone in National Park,National,IV,Not Applicable,Terrestrial,0,0,86.2814648438,86.3392111828826,Not Applicable,0,Designated,2007,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,"Ministry of Environment, Energy and Climate Change - Directorate General for the Environment",Not Reported,State Verified,2013,GRC,GRC,Not Applicable,Not Applicable,Not Reported,Not Applicable
